Family,Genus,Species,wingspan(mm),wingspan-male(mm),wingspan-female(mm),bodyVolume(mm3),hostType,num.Host.Plant.genera,Source
Geometridae,Colostygia,multistrigaria,26,,,,1,,Potocky-2018
Geometridae,Colostygia,turbata,27,,,,1,,Potocky-2018
Geometridae,Colostygia,kollariaria,31,,,,1,,Potocky-2018
Geometridae,Colostygia,austriacaria,28,,,,1,,Potocky-2018
Geometridae,Colostygia,pectinataria,25,,,,0,,Potocky-2018
Geometridae,Hydriomena,furcata,32,,,,1,,Potocky-2018
Geometridae,Hydriomena,impluviata,30,,,,0,,Potocky-2018
Geometridae,Hydriomena,ruberata,31,,,,1,,Potocky-2018
Geometridae,Coenocalpe,lapidata,30,,,,0,,Potocky-2018
Geometridae,Horisme,vitalbata,30,,,,1,,Potocky-2018
Geometridae,Horisme,corticata,27,,,,1,,Potocky-2018
Geometridae,Horisme,tersata,30,,,,1,,Potocky-2018
Geometridae,Horisme,radicaria,30,,,,1,,Potocky-2018
Geometridae,Horisme,aemulata,28,,,,1,,Potocky-2018
Geometridae,Horisme,aquata,22,,,,1,,Potocky-2018
Geometridae,Melanthia,procellata,34,,,,1,,Potocky-2018
Geometridae,Melanthia,alaudaria,25,,,,1,,Potocky-2018
Geometridae,Pareulype,berberata,26,,,,1,,Potocky-2018
Geometridae,Spargania,luctuata,26,,,,1,,Potocky-2018
Geometridae,Rheumaptera,hastata,32,,,,0,,Potocky-2018
Geometridae,Rheumaptera,subhastata,25,,,,0,,Potocky-2018
Geometridae,Rheumaptera,cervinalis,39,,,,1,,Potocky-2018
Geometridae,Rheumaptera,undulata,33,,,,0,,Potocky-2018
Geometridae,Triphosa,dubitata,40,,,,0,,Potocky-2018
Geometridae,Philereme,vetulata,27,,,,1,,Potocky-2018
Geometridae,Philereme,transversata,34,,,,1,,Potocky-2018
Geometridae,Euphyia,biangulata,28,,,,1,,Potocky-2018
Geometridae,Euphyia,unangulata,25,,,,1,,Potocky-2018
Geometridae,Euphyia,frustata,27,,,,1,,Potocky-2018
Geometridae,Euphyia,scripturata,24,,,,1,,Potocky-2018
Geometridae,Epirrita,dilutata,36,,,,0,,Potocky-2018
Geometridae,Epirrita,christyi,32,,,,0,,Potocky-2018
Geometridae,Epirrita,autumnata,35,,,,0,,Potocky-2018
Geometridae,Operophtera,brumata,27,,,,0,,Potocky-2018
Geometridae,Operophtera,fagata,32,,,,0,,Potocky-2018
Geometridae,Perizoma,taeniata,22,,,,1,,Potocky-2018
Geometridae,Perizoma,affinitata,27,,,,1,,Potocky-2018
Geometridae,Perizoma,alchemillata,18,,,,0,,Potocky-2018
Geometridae,Perizoma,hydrata,21,,,,0,,Potocky-2018
Geometridae,Perizoma,lugdunaria,21,,,,1,,Potocky-2018
Geometridae,Perizoma,bifaciata,18,,,,1,,Potocky-2018
Geometridae,Perizoma,minorata,16,,,,1,,Potocky-2018
Geometridae,Perizoma,blandiata,17,,,,1,,Potocky-2018
Geometridae,Perizoma,albulata,19,,,,1,,Potocky-2018
Geometridae,Perizoma,flavofasciata,24,,,,1,,Potocky-2018
Geometridae,Perizoma,didymata,21,,,,0,,Potocky-2018
Geometridae,Perizoma,obsoletata,26,,,,1,,Potocky-2018
Geometridae,Perizoma,sagittata,24,,,,1,,Potocky-2018
Geometridae,Perizoma,incultaria,20,,,,0,,Potocky-2018
Geometridae,Perizoma,verberata,24,,,,0,,Potocky-2018
Geometridae,Perizoma,parallelolineata,25,,,,0,,Potocky-2018
Geometridae,Baptria,tibiale,26,,,,1,,Potocky-2018
Geometridae,Eupithecia,tenuiata,16,,,,1,,Potocky-2018
Geometridae,Eupithecia,inturbata,16,,,,1,,Potocky-2018
Geometridae,Eupithecia,haworthiata,16,,,,1,,Potocky-2018
Geometridae,Eupithecia,immundata,18,,,,1,,Potocky-2018
Geometridae,Eupithecia,plumbeolata,16,,,,1,,Potocky-2018
Geometridae,Eupithecia,abietaria,21,,,,1,,Potocky-2018
Geometridae,Eupithecia,analoga,19,,,,0,,Potocky-2018
Geometridae,Eupithecia,linariata,18,,,,1,,Potocky-2018
Geometridae,Eupithecia,pulchellata,20,,,,1,,Potocky-2018
Geometridae,Eupithecia,intricata,22,,,,1,,Potocky-2018
Geometridae,Eupithecia,veratraria,26,,,,1,,Potocky-2018
Geometridae,Eupithecia,pyreneata,17,,,,1,,Potocky-2018
Geometridae,Eupithecia,laquaearia,18,,,,1,,Potocky-2018
Geometridae,Eupithecia,irriguata,19,,,,1,,Potocky-2018
Geometridae,Eupithecia,exiguata,20,,,,0,,Potocky-2018
Geometridae,Eupithecia,extremata,16,,,,1,,Potocky-2018
Geometridae,Eupithecia,insigniata,20,,,,1,,Potocky-2018
Geometridae,Eupithecia,valerianata,18,,,,1,,Potocky-2018
Geometridae,Eupithecia,pygmaeata,15,,,,1,,Potocky-2018
Geometridae,Eupithecia,undata,20,,,,1,,Potocky-2018
Geometridae,Eupithecia,silenata,20,,,,1,,Potocky-2018
Geometridae,Eupithecia,dissertata,21,,,,1,,Potocky-2018
Geometridae,Eupithecia,venosata,22,,,,1,,Potocky-2018
Geometridae,Eupithecia,schiefereri,21,,,,1,,Potocky-2018
Geometridae,Eupithecia,silenicolata,18,,,,1,,Potocky-2018
Geometridae,Eupithecia,alliaria,19,,,,1,,Potocky-2018
Geometridae,Eupithecia,egenaria,21,,,,1,,Potocky-2018
Geometridae,Eupithecia,extraversaria,18,,,,0,,Potocky-2018
Geometridae,Eupithecia,centaureata,19,,,,0,,Potocky-2018
Geometridae,Eupithecia,gueneata,21,,,,0,,Potocky-2018
Geometridae,Eupithecia,gratiosata,23,,,,1,,Potocky-2018
Geometridae,Eupithecia,breviculata,17,,,,0,,Potocky-2018
Geometridae,Eupithecia,thalictrata,18,,,,1,,Potocky-2018
Geometridae,Eupithecia,actaeata,21,,,,1,,Potocky-2018
Geometridae,Eupithecia,selinata,18,,,,0,,Potocky-2018
Geometridae,Eupithecia,trisignaria,20,,,,0,,Potocky-2018
Geometridae,Eupithecia,cauchiata,21,,,,1,,Potocky-2018
Geometridae,Eupithecia,satyrata,20,,,,0,,Potocky-2018
Geometridae,Eupithecia,absinthiata,20,,,,0,,Potocky-2018
Geometridae,Eupithecia,expallidata,20,,,,1,,Potocky-2018
Geometridae,Eupithecia,assimilata,20,,,,1,,Potocky-2018
Geometridae,Eupithecia,addictata,18,,,,1,,Potocky-2018
Geometridae,Eupithecia,vulgata,19,,,,0,,Potocky-2018
Geometridae,Eupithecia,tripunctaria,18,,,,0,,Potocky-2018
Geometridae,Eupithecia,denotata,19,,,,1,,Potocky-2018
Geometridae,Eupithecia,subfuscata,20,,,,0,,Potocky-2018
Geometridae,Eupithecia,icterata,22,,,,0,,Potocky-2018
Geometridae,Eupithecia,succenturiata,23,,,,0,,Potocky-2018
Geometridae,Eupithecia,denticulata,21,,,,1,,Potocky-2018
Geometridae,Eupithecia,impurata,21,,,,1,,Potocky-2018
Geometridae,Eupithecia,orphnata,18,,,,0,,Potocky-2018
Geometridae,Eupithecia,subumbrata,19,,,,0,,Potocky-2018
Geometridae,Eupithecia,semigraphata,18,,,,1,,Potocky-2018
Geometridae,Eupithecia,millefoliata,22,,,,1,,Potocky-2018
Geometridae,Eupithecia,simpliciata,20,,,,1,,Potocky-2018
Geometridae,Eupithecia,distinctaria,17,,,,1,,Potocky-2018
Geometridae,Eupithecia,sinuosaria,21,,,,1,,Potocky-2018
Geometridae,Eupithecia,gemellata,17,,,,1,,Potocky-2018
Geometridae,Eupithecia,graphata,18,,,,1,,Potocky-2018
Geometridae,Eupithecia,indigata,18,,,,1,,Potocky-2018
Geometridae,Eupithecia,pimpinellata,21,,,,0,,Potocky-2018
Geometridae,Eupithecia,pauxillaria,20,,,,1,,Potocky-2018
Geometridae,Eupithecia,gelidata,19,,,,1,,Potocky-2018
Geometridae,Eupithecia,nanata,19,,,,1,,Potocky-2018
Geometridae,Eupithecia,innotata,21,,,,0,,Potocky-2018
Geometridae,Eupithecia,ochridata,24,,,,1,,Potocky-2018
Geometridae,Eupithecia,virgaureata,19,,,,0,,Potocky-2018
Geometridae,Eupithecia,abbreviata,21,,,,1,,Potocky-2018
Geometridae,Eupithecia,dodoneata,18,,,,1,,Potocky-2018
Geometridae,Eupithecia,pusillata,19,,,,1,,Potocky-2018
Geometridae,Eupithecia,ericeata,18,,,,1,,Potocky-2018
Geometridae,Eupithecia,lanceata,18,,,,1,,Potocky-2018
Geometridae,Eupithecia,lariciata,20,,,,0,,Potocky-2018
Geometridae,Eupithecia,tantillaria,18,,,,1,,Potocky-2018
Geometridae,Eupithecia,conterminata,16,,,,1,,Potocky-2018
Geometridae,Gymnoscelis,rufifasciata,16,,,,0,,Potocky-2018
Geometridae,Chloroclystis,v-ata,17,,,,0,,Potocky-2018
Geometridae,Rhinoprora,rectangulata,19,,,,1,,Potocky-2018
Geometridae,Rhinoprora,chloerata,19,,,,1,,Potocky-2018
Geometridae,Rhinoprora,debiliata,18,,,,1,,Potocky-2018
Geometridae,Anticollix,sparsata,20,,,,1,,Potocky-2018
Geometridae,Chesias,legatella,33,,,,1,,Potocky-2018
Geometridae,Chesias,rufata,28,,,,1,,Potocky-2018
Geometridae,Carsia,sororiata,23,,,,1,,Potocky-2018
Geometridae,Aplocera,plagiata,34,,,,1,,Potocky-2018
Geometridae,Aplocera,efformata,30,,,,1,,Potocky-2018
Geometridae,Aplocera,praeformata,38,,,,1,,Potocky-2018
Geometridae,Odezia,atrata,27,,,,0,,Potocky-2018
Geometridae,Schistostege,decussata,31,,,,0,,Potocky-2018
Geometridae,Lithostege,griseata,26,,,,1,,Potocky-2018
Geometridae,Lithostege,farinata,31,,,,0,,Potocky-2018
Geometridae,Discoloxia,blomeri,21,,,,1,,Potocky-2018
Geometridae,Venusia,cambrica,26,,,,1,,Potocky-2018
Geometridae,Euchoeca,nebulata,20,,,,1,,Potocky-2018
Geometridae,Asthena,albulata,18,,,,0,,Potocky-2018
Geometridae,Asthena,anseraria,18,,,,1,,Potocky-2018
Geometridae,Hydrelia,flammeolaria,19,,,,1,,Potocky-2018
Geometridae,Hydrelia,sylvata,21,,,,0,,Potocky-2018
Geometridae,Minoa,murinata,18,,,,1,,Potocky-2018
Geometridae,Lobophora,halterata,25,,,,1,,Potocky-2018
Geometridae,Trichopteryx,polycommata,27,,,,0,,Potocky-2018
Geometridae,Trichopteryx,carpinata,27,,,,0,,Potocky-2018
Geometridae,Pterapherapteryx,sexalata,21,,,,1,,Potocky-2018
Geometridae,Nothocasis,sertata,26,,,,1,,Potocky-2018
Geometridae,Acasis,viretata,22,,,,0,,Potocky-2018
Geometridae,Acasis,appensata,22,,,,1,,Potocky-2018
Thaumetopoeidae,Thaumetopoea,processionea,29,,,,1,,Potocky-2018
Thaumetopoeidae,Thaumetopoea,pityocampa,36,,,,1,,Potocky-2018
Thaumetopoeidae,Thaumetopoea,pinivora,34,,,,1,,Potocky-2018
Notodontidae,Pygaera,timon,37,,,,1,,Potocky-2018
Notodontidae,Clostera,curtula,33,,,,1,,Potocky-2018
Notodontidae,Clostera,pigra,24,,,,1,,Potocky-2018
Notodontidae,Clostera,anachoreta,33,,,,1,,Potocky-2018
Notodontidae,Clostera,anastomosis,38,,,,1,,Potocky-2018
Notodontidae,Cerura,vinula,64,,,,1,,Potocky-2018
Notodontidae,Cerura,erminea,64,,,,1,,Potocky-2018
Notodontidae,Furcula,furcula,35,,,,0,,Potocky-2018
Notodontidae,Furcula,bicuspis,35,,,,0,,Potocky-2018
Notodontidae,Furcula,bifida,41,,,,1,,Potocky-2018
Notodontidae,Dicranura,ulmi,38,,,,1,,Potocky-2018
Notodontidae,Notodonta,dromedarius,40,,,,0,,Potocky-2018
Notodontidae,Notodonta,torva,41,,,,1,,Potocky-2018
Notodontidae,Notodonta,tritophus,54,,,,1,,Potocky-2018
Notodontidae,Notodonta,ziczac,43,,,,1,,Potocky-2018
Notodontidae,Drymonia,dodonaea,38,,,,1,,Potocky-2018
Notodontidae,Drymonia,ruficornis,37,,,,1,,Potocky-2018
Notodontidae,Drymonia,obliterata,36,,,,1,,Potocky-2018
Notodontidae,Drymonia,querna,37,,,,1,,Potocky-2018
Notodontidae,Drymonia,velitaris,38,,,,1,,Potocky-2018
Notodontidae,Pheosia,tremula,51,,,,0,,Potocky-2018
Notodontidae,Pheosia,gnoma,45,,,,1,,Potocky-2018
Notodontidae,Pterostoma,palpina,45,,,,0,,Potocky-2018
Notodontidae,Ptilophora,plumigera,38,,,,0,,Potocky-2018
Notodontidae,Leucodonta,bicoloria,35,,,,0,,Potocky-2018
Notodontidae,Ptilodon,capucina,42,,,,0,,Potocky-2018
Notodontidae,Ptilodon,cucullina,43,,,,0,,Potocky-2018
Notodontidae,Odontosia,carmelita,44,,,,1,,Potocky-2018
Notodontidae,Odontosia,sieversii,45,,,,1,,Potocky-2018
Notodontidae,Gluphisia,crenata,32,,,,1,,Potocky-2018
Notodontidae,Phalera,bucephala,55,,,,0,,Potocky-2018
Notodontidae,Phalera,bucephaloides,56,,,,1,,Potocky-2018
Notodontidae,Peridea,anceps,60,,,,1,,Potocky-2018
Notodontidae,Stauropus,fagi,52,,,,0,,Potocky-2018
Notodontidae,Harpyia,milhauseri,46,,,,1,,Potocky-2018
Notodontidae,Spatalia,argentina,36,,,,0,,Potocky-2018
Noctuidae,Oxicesta,geographica,25,,,,1,,Potocky-2018
Noctuidae,Moma,alpium,35,,,,0,,Potocky-2018
Noctuidae,Acronicta,alni,37,,,,0,,Potocky-2018
Noctuidae,Acronicta,cuspis,41,,,,1,,Potocky-2018
Noctuidae,Acronicta,tridens,37,,,,0,,Potocky-2018
Noctuidae,Acronicta,psi,37,,,,0,,Potocky-2018
Noctuidae,Acronicta,aceris,31,,,,0,,Potocky-2018
Noctuidae,Acronicta,leporina,37,,,,0,,Potocky-2018
Noctuidae,Acronicta,megacephala,38,,,,1,,Potocky-2018
Noctuidae,Acronicta,strigosa,27,,,,0,,Potocky-2018
Noctuidae,Acronicta,menyanthidis,37,,,,0,,Potocky-2018
Noctuidae,Acronicta,auricoma,38,,,,0,,Potocky-2018
Noctuidae,Acronicta,euphorbiae,28,,,,0,,Potocky-2018
Noctuidae,Acronicta,rumicis,37,,,,0,,Potocky-2018
Noctuidae,Craniophora,ligustri,34,,,,0,,Potocky-2018
Noctuidae,Simyra,nervosa,33,,,,0,,Potocky-2018
Noctuidae,Simyra,albovenosa,36,,,,0,,Potocky-2018
Noctuidae,Cryphia,receptricula,22,,,,1,,Potocky-2018
Noctuidae,Cryphia,fraudatricula,26,,,,1,,Potocky-2018
Noctuidae,Cryphia,algae,24,,,,1,,Potocky-2018
Noctuidae,Cryphia,ereptricula,24,,,,1,,Potocky-2018
Noctuidae,Cryphia,raptricula,24,,,,1,,Potocky-2018
Noctuidae,Cryphia,orthogramma,24,,,,0,,Potocky-2018
Noctuidae,Cryphia,domestica,24,,,,1,,Potocky-2018
Noctuidae,Cryphia,muralis,28,,,,1,,Potocky-2018
Noctuidae,Aedia,funesta,33,,,,1,,Potocky-2018
Noctuidae,Aedia,leucomelas,36,,,,1,,Potocky-2018
Noctuidae,Tyta,luctuosa,25,,,,1,,Potocky-2018
Noctuidae,Euchalcia,variabilis,37,,,,1,,Potocky-2018
Noctuidae,Euchalcia,modestoides,31,,,,1,,Potocky-2018
Noctuidae,Euchalcia,consona,31,,,,1,,Potocky-2018
Noctuidae,Polychrysia,moneta,35,,,,0,,Potocky-2018
Noctuidae,Lamprotes,c-aureum,34,,,,1,,Potocky-2018
Noctuidae,Panchrysia,deaurata,35,,,,1,,Potocky-2018
Noctuidae,Diachrysia,chrysitis,34,,,,0,,Potocky-2018
Noctuidae,Diachrysia,tutti,31,,,,0,,Potocky-2018
Noctuidae,Diachrysia,nadeja,31,,,,0,,Potocky-2018
Noctuidae,Diachrysia,zosimi,33,,,,1,,Potocky-2018
Noctuidae,Diachrysia,chryson,44,,,,0,,Potocky-2018
Noctuidae,Macdunnoughia,confusa,31,,,,0,,Potocky-2018
Noctuidae,Plusia,festucae,32,,,,0,,Potocky-2018
Noctuidae,Plusia,putnami,36,,,,0,,Potocky-2018
Noctuidae,Autographa,gamma,35,,,,0,,Potocky-2018
Noctuidae,Autographa,mandarina,39,,,,0,,Potocky-2018
Noctuidae,Autographa,pulchrina,38,,,,0,,Potocky-2018
Noctuidae,Autographa,buraetica,36,,,,0,,Potocky-2018
Noctuidae,Autographa,jota,38,,,,0,,Potocky-2018
Noctuidae,Autographa,bractea,39,,,,0,,Potocky-2018
Noctuidae,Autographa,excelsa,43,,,,1,,Potocky-2018
Noctuidae,Plusidia,cheiranthi,33,,,,1,,Potocky-2018
Noctuidae,Syngrapha,microgamma,26,,,,0,,Potocky-2018
Noctuidae,Syngrapha,ain,34,,,,1,,Potocky-2018
Noctuidae,Syngrapha,interrogationis,33,,,,0,,Potocky-2018
Noctuidae,Trichoplusia,ni,32,,,,0,,Potocky-2018
Noctuidae,Abrostola,tripartita,30,,,,1,,Potocky-2018
Noctuidae,Abrostola,asclepiadis,33,,,,1,,Potocky-2018
Noctuidae,Abrostola,triplasia,34,,,,1,,Potocky-2018
Noctuidae,Abrostola,agnorista,31,,,,0,,Potocky-2018
Noctuidae,Emmelia,trabealis,21,,,,1,,Potocky-2018
Noctuidae,Acontia,lucida,26,,,,0,,Potocky-2018
Noctuidae,Phyllophila,obliterata,25,,,,1,,Potocky-2018
Noctuidae,Protodeltote,pygarga,29,,,,0,,Potocky-2018
Noctuidae,Deltote,deceptoria,25,,,,0,,Potocky-2018
Noctuidae,Deltote,uncula,23,,,,1,,Potocky-2018
Noctuidae,Deltote,bankiana,23,,,,0,,Potocky-2018
Noctuidae,Pseudeustrotia,candidula,24,,,,0,,Potocky-2018
Noctuidae,Odice,arcuinna,29,,,,0,,Potocky-2018
Noctuidae,Trisateles,emortualis,28,,,,0,,Potocky-2018
Noctuidae,Cucullia,argentina,35,,,,1,,Potocky-2018
Noctuidae,Cucullia,scopariae,31,,,,1,,Potocky-2018
Noctuidae,Cucullia,fraudatrix,37,,,,1,,Potocky-2018
Noctuidae,Cucullia,formosa,36,,,,1,,Potocky-2018
Noctuidae,Cucullia,absinthii,39,,,,1,,Potocky-2018
Noctuidae,Cucullia,argentea,34,,,,1,,Potocky-2018
Noctuidae,Cucullia,artemisiae,39,,,,1,,Potocky-2018
Noctuidae,Cucullia,praecana,41,,,,1,,Potocky-2018
Noctuidae,Cucullia,mixta,40,,,,1,,Potocky-2018
Noctuidae,Cucullia,xeranthemi,37,,,,1,,Potocky-2018
Noctuidae,Cucullia,lactucae,46,,,,0,,Potocky-2018
Noctuidae,Cucullia,lucifuga,46,,,,0,,Potocky-2018
Noctuidae,Cucullia,umbratica,47,,,,0,,Potocky-2018
Noctuidae,Cucullia,balsamitae,41,,,,0,,Potocky-2018
Noctuidae,Cucullia,campanulae,44,,,,1,,Potocky-2018
Noctuidae,Cucullia,chamomillae,44,,,,0,,Potocky-2018
Noctuidae,Cucullia,gnaphalii,37,,,,1,,Potocky-2018
Noctuidae,Cucullia,tanaceti,41,,,,0,,Potocky-2018
Noctuidae,Cucullia,dracunculi,39,,,,1,,Potocky-2018
Noctuidae,Cucullia,asteris,47,,,,1,,Potocky-2018
Noctuidae,Shargacucullia,blattariae,39,,,,1,,Potocky-2018
Noctuidae,Shargacucullia,gozmanyi,36,,,,1,,Potocky-2018
Noctuidae,Shargacucullia,scrophulariae,40,,,,1,,Potocky-2018
Noctuidae,Shargacucullia,thapsiphaga,41,,,,1,,Potocky-2018
Noctuidae,Shargacucullia,lychnitis,37,,,,1,,Potocky-2018
Noctuidae,Shargacucullia,verbasci,47,,,,1,,Potocky-2018
Noctuidae,Shargacucullia,prenanthis,38,,,,1,,Potocky-2018
Noctuidae,Calophasia,lunula,26,,,,1,,Potocky-2018
Noctuidae,Calophasia,platyptera,26,,,,1,,Potocky-2018
Noctuidae,Calophasia,opalina,26,,,,1,,Potocky-2018
Noctuidae,Omphalophana,antirrhinii,26,,,,1,,Potocky-2018
Noctuidae,Callierges,ramosa,30,,,,1,,Potocky-2018
Noctuidae,Epimecia,ustula,32,,,,1,,Potocky-2018
Noctuidae,Pyrois,cinnamomea,48,,,,1,,Potocky-2018
Noctuidae,Amphipyra,pyramidea,48,,,,0,,Potocky-2018
Noctuidae,Amphipyra,berbera,49,,,,0,,Potocky-2018
Noctuidae,Amphipyra,perflua,49,,,,0,,Potocky-2018
Noctuidae,Amphipyra,livida,39,,,,0,,Potocky-2018
Noctuidae,Amphipyra,tragopoginis,31,,,,0,,Potocky-2018
Noctuidae,Amphipyra,tetra,27,,,,0,,Potocky-2018
Noctuidae,Asteroscopus,sphinx,44,,,,0,,Potocky-2018
Noctuidae,Asteroscopus,syriaca,42,,,,0,,Potocky-2018
Noctuidae,Brachionycha,nubeculosa,47,,,,0,,Potocky-2018
Noctuidae,Lamprosticta,culta,39,,,,0,,Potocky-2018
Noctuidae,Diloba,caeruleocephala,41,,,,0,,Potocky-2018
Noctuidae,Panemeria,tenebrata,17,,,,1,,Potocky-2018
Noctuidae,Aegle,kaekeritziana,25,,,,1,,Potocky-2018
Noctuidae,Schinia,cardui,19,,,,1,,Potocky-2018
Noctuidae,Schinia,cognata,17,,,,1,,Potocky-2018
Noctuidae,Schinia,scutosa,32,,,,1,,Potocky-2018
Noctuidae,Heliothis,viriplaca,31,,,,0,,Potocky-2018
Noctuidae,Heliothis,maritima,30,,,,0,,Potocky-2018
Noctuidae,Heliothis,ononis,24,,,,0,,Potocky-2018
Noctuidae,Heliothis,peltigera,30,,,,0,,Potocky-2018
Noctuidae,Heliothis,nubigera,31,,,,0,,Potocky-2018
Noctuidae,Helicoverpa,armigera,30,,,,0,,Potocky-2018
Noctuidae,Pyrrhia,umbra,30,,,,0,,Potocky-2018
Noctuidae,Pyrrhia,purpurina,30,,,,1,,Potocky-2018
Noctuidae,Periphanes,delphinii,30,,,,1,,Potocky-2018
Noctuidae,Apaustis,rupicola,17,,,,1,,Potocky-2018
Noctuidae,Elaphria,venustula,21,,,,0,,Potocky-2018
Noctuidae,Mesotrosta,signalis,15,,,,0,,Potocky-2018
Noctuidae,Acosmetia,caliginosa,22,,,,1,,Potocky-2018
Noctuidae,Caradrina,morpheus,35,,,,0,,Potocky-2018
Noctuidae,Platyperigea,montana,27,,,,0,,Potocky-2018
Noctuidae,Platyperigea,terrea,31,,,,0,,Potocky-2018
Noctuidae,Platyperigea,aspersa,29,,,,0,,Potocky-2018
Noctuidae,Platyperigea,kadenii,27,,,,0,,Potocky-2018
Noctuidae,Paradrina,selini,27,,,,0,,Potocky-2018
Noctuidae,Paradrina,clavipalpis,29,,,,0,,Potocky-2018
Noctuidae,Eremodrina,gilva,32,,,,0,,Potocky-2018
Noctuidae,Hoplodrina,octogenaria,30,,,,0,,Potocky-2018
Noctuidae,Hoplodrina,blanda,30,,,,0,,Potocky-2018
Noctuidae,Hoplodrina,superstes,32,,,,0,,Potocky-2018
Noctuidae,Hoplodrina,respersa,31,,,,0,,Potocky-2018
Noctuidae,Hoplodrina,ambigua,29,,,,0,,Potocky-2018
Noctuidae,Charanyca,trigrammica,36,,,,0,,Potocky-2018
Noctuidae,Atypha,pulmonaris,25,,,,1,,Potocky-2018
Noctuidae,Spodoptera,exigua,29,,,,0,,Potocky-2018
Noctuidae,Chilodes,maritima,32,,,,0,,Potocky-2018
Noctuidae,Athetis,gluteosa,28,,,,0,,Potocky-2018
Noctuidae,Athetis,furvula,27,,,,0,,Potocky-2018
Noctuidae,Athetis,pallustris,26,,,,0,,Potocky-2018
Noctuidae,Proxenus,hospes,27,,,,0,,Potocky-2018
Noctuidae,Proxenus,lepigone,25,,,,0,,Potocky-2018
Noctuidae,Dypterygia,scabriuscula,32,,,,0,,Potocky-2018
Noctuidae,Rusina,ferruginea,31,,,,0,,Potocky-2018
Noctuidae,Mormo,maura,69,,,,0,,Potocky-2018
Noctuidae,Polyphaenis,sericata,38,,,,0,,Potocky-2018
Noctuidae,Thalpophila,matura,39,,,,0,,Potocky-2018
Noctuidae,Oxytripia,orbiculosa,37,,,,1,,Potocky-2018
Noctuidae,Trachea,atriplicis,44,,,,0,,Potocky-2018
Noctuidae,Euplexia,lucipara,30,,,,0,,Potocky-2018
Noctuidae,Phlogophora,meticulosa,48,,,,0,,Potocky-2018
Noctuidae,Phlogophora,scita,39,,,,0,,Potocky-2018
Noctuidae,Hyppa,rectilinea,37,,,,0,,Potocky-2018
Noctuidae,Auchmis,detersa,45,,,,1,,Potocky-2018
Noctuidae,Actinotia,polyodon,31,,,,1,,Potocky-2018
Noctuidae,Actinotia,radiosa,27,,,,1,,Potocky-2018
Noctuidae,Chloantha,hyperici,30,,,,1,,Potocky-2018
Noctuidae,Callopistria,juventina,36,,,,1,,Potocky-2018
Noctuidae,Methorasa,latreillei,30,,,,1,,Potocky-2018
Noctuidae,Eucarta,amethystina,28,,,,0,,Potocky-2018
Noctuidae,Eucarta,virgo,31,,,,0,,Potocky-2018
Noctuidae,Ipimorpha,retusa,29,,,,1,,Potocky-2018
Noctuidae,Ipimorpha,subtusa,28,,,,1,,Potocky-2018
Noctuidae,Ipimorpha,contusa,30,,,,1,,Potocky-2018
Noctuidae,Enargia,paleacea,43,,,,1,,Potocky-2018
Noctuidae,Enargia,abluta,31,,,,1,,Potocky-2018
Noctuidae,Parastichtis,suspecta,31,,,,1,,Potocky-2018
Noctuidae,Parastichtis,ypsillon,38,,,,1,,Potocky-2018
Noctuidae,Mesogona,acetosellae,39,,,,0,,Potocky-2018
Noctuidae,Mesogona,oxalina,26,,,,0,,Potocky-2018
Noctuidae,Dicycla,oo,31,,,,1,,Potocky-2018
Noctuidae,Cosmia,diffinis,32,,,,1,,Potocky-2018
Noctuidae,Cosmia,affinis,31,,,,1,,Potocky-2018
Noctuidae,Cosmia,pyralina,31,,,,0,,Potocky-2018
Noctuidae,Cosmia,trapezina,29,,,,0,,Potocky-2018
Noctuidae,Atethmia,centrago,34,,,,1,,Potocky-2018
Noctuidae,Atethmia,ambusta,27,,,,1,,Potocky-2018
Noctuidae,Xanthia,togata,32,,,,0,,Potocky-2018
Noctuidae,Xanthia,aurago,31,,,,0,,Potocky-2018
Noctuidae,Xanthia,sulphurago,27,,,,1,,Potocky-2018
Noctuidae,Xanthia,icteritia,33,,,,0,,Potocky-2018
Noctuidae,Xanthia,gilvago,35,,,,0,,Potocky-2018
Noctuidae,Xanthia,ocellaris,35,,,,0,,Potocky-2018
Noctuidae,Xanthia,citrago,31,,,,1,,Potocky-2018
Noctuidae,Agrochola,lychnidis,34,,,,0,,Potocky-2018
Noctuidae,Agrochola,circellaris,37,,,,0,,Potocky-2018
Noctuidae,Agrochola,lota,34,,,,1,,Potocky-2018
Noctuidae,Agrochola,macilenta,31,,,,0,,Potocky-2018
Noctuidae,Agrochola,nitida,32,,,,0,,Potocky-2018
Noctuidae,Agrochola,helvola,35,,,,0,,Potocky-2018
Noctuidae,Agrochola,humilis,33,,,,0,,Potocky-2018
Noctuidae,Agrochola,litura,33,,,,0,,Potocky-2018
Noctuidae,Agrochola,laevis,29,,,,0,,Potocky-2018
Noctuidae,Omphaloscelis,lunosa,31,,,,0,,Potocky-2018
Noctuidae,Spudaea,ruticilla,30,,,,1,,Potocky-2018
Noctuidae,Eupsilia,transversa,38,,,,0,,Potocky-2018
Noctuidae,Jodia,croceago,35,,,,1,,Potocky-2018
Noctuidae,Conistra,vaccinii,31,,,,0,,Potocky-2018
Noctuidae,Conistra,ligula,32,,,,0,,Potocky-2018
Noctuidae,Conistra,rubiginosa,34,,,,0,,Potocky-2018
Noctuidae,Conistra,veronicae,34,,,,0,,Potocky-2018
Noctuidae,Conistra,rubiginea,32,,,,0,,Potocky-2018
